,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
53017,8,11,1,1,0,1,26,5.0,3,1,1,80,0
53018,4,18,0,1,2,1,42,1.0,13,0,0,60,0
53019,8,31,0,1,1,1,26,3.0,4,0,0,91,1
53020,7,6,0,0,2,1,26,3.0,4,1,0,48,0
53021,7,3,2,1,0,1,39,3.0,7,0,0,50,0
53022,7,33,2,1,2,1,30,4.0,3,1,0,46,0
53023,8,29,0,0,0,1,24,4.0,1,1,0,85,1
53024,5,11,2,1,2,5,43,4.0,11,0,0,71,0
53025,1,30,0,0,0,1,28,4.0,2,1,0,57,0
53026,3,11,0,1,0,1,29,5.0,2,0,0,63,0
53027,1,24,0,1,2,2,29,3.0,2,0,0,62,0
53028,4,11,0,0,0,1,60,5.0,8,1,0,58,0
53029,7,5,2,1,0,3,35,3.0,8,0,0,50,0
53030,5,14,0,1,2,1,30,4.0,1,0,0,72,0
53031,8,11,2,0,2,1,32,4.0,5,0,0,78,0
53032,4,31,2,1,0,1,41,3.0,7,0,0,60,0
53033,7,11,2,1,0,1,39,3.0,3,0,0,47,0
53034,0,28,0,1,0,1,28,3.0,5,0,0,81,0
53035,4,2,0,1,2,1,36,5.0,7,1,0,58,0
53036,7,18,0,1,0,2,30,4.0,5,1,0,46,0
53037,0,0,2,1,2,1,35,4.0,10,0,0,83,0
53038,1,23,0,0,0,1,27,3.0,4,0,0,62,0
53039,1,11,0,1,2,3,30,3.0,7,0,0,57,0
53040,7,30,0,1,0,1,45,3.0,18,0,0,50,0
53041,4,10,0,1,0,1,35,3.0,4,0,0,59,0
53042,5,6,0,0,2,1,32,4.0,10,1,0,69,0
53043,4,14,0,1,0,2,33,1.0,6,0,0,63,0
53044,7,11,2,1,2,1,46,3.0,15,0,0,47,0
53045,7,11,2,1,0,1,37,5.0,4,1,0,45,1
53046,7,11,2,1,0,3,42,3.0,4,1,0,54,0
53047,4,25,0,1,0,1,37,3.0,7,0,0,59,0
53048,1,14,0,1,0,1,27,5.0,2,1,0,62,1
53049,8,19,0,0,0,1,31,3.0,2,0,0,72,0
53050,8,24,0,0,2,1,31,5.0,3,1,0,79,0
53051,4,31,2,1,2,3,40,5.0,4,1,0,63,0
53052,7,4,2,1,2,1,52,4.0,5,0,0,46,0
53053,1,19,0,1,2,1,26,3.0,3,1,0,63,0
53054,2,18,0,1,2,1,34,1.0,5,0,0,46,0
53055,4,11,2,1,2,1,40,4.0,10,1,0,66,0
53056,5,6,0,1,2,1,30,4.0,2,1,0,75,0
53057,4,14,0,0,0,1,31,5.0,1,1,0,67,0
53058,0,12,0,1,0,2,29,5.0,1,0,0,89,0
53059,4,14,0,0,0,1,27,5.0,5,1,0,58,0
53060,5,5,2,0,2,1,36,3.0,9,0,0,72,0
53061,8,14,2,1,0,1,36,3.0,4,0,0,81,0
53062,7,2,0,1,2,2,38,3.0,4,1,0,45,0
53063,5,18,0,1,0,1,39,5.0,9,1,0,74,0
53064,7,11,2,1,0,1,32,5.0,5,1,0,48,1
53065,7,11,2,0,0,1,38,4.0,8,0,0,50,0
53066,6,7,2,1,0,1,29,4.0,2,0,0,88,0
53067,7,6,0,0,2,1,29,2.0,7,0,0,47,0
53068,8,17,0,1,2,2,29,3.0,3,0,0,79,0
53069,7,31,0,1,0,1,30,1.0,5,0,0,48,0
53070,4,28,2,1,2,1,51,5.0,5,1,0,61,0
53071,8,15,0,0,0,1,34,3.0,7,1,0,78,0
53072,2,14,0,1,0,1,30,5.0,8,0,0,92,1
53073,2,8,0,1,2,1,27,3.0,5,0,0,52,0
53074,4,25,0,1,0,1,27,3.0,3,0,0,62,0
53075,0,4,2,1,2,1,38,3.0,4,0,0,83,0
53076,1,32,0,1,0,1,27,5.0,4,0,0,61,0
53077,1,4,0,1,2,2,26,5.0,4,1,0,60,0
53078,6,31,0,1,2,3,38,3.0,3,0,0,86,0
53079,6,25,2,1,0,1,29,1.0,2,0,0,83,0
53080,0,28,2,1,2,1,36,3.0,5,1,0,87,0
53081,4,14,0,1,2,1,47,3.0,19,0,0,67,0
53082,6,14,2,1,0,1,28,5.0,2,0,0,85,0
53083,7,0,2,1,0,1,35,4.0,5,0,0,51,0
53084,0,7,0,1,2,2,33,3.0,9,0,0,81,0
53085,8,31,2,1,0,1,37,3.0,5,1,0,78,0
53086,4,28,2,1,0,1,39,3.0,5,0,0,59,0
53087,7,11,0,1,0,1,31,1.0,2,0,0,51,0
53088,0,14,2,1,2,1,26,3.0,3,1,0,84,0
53089,4,6,2,0,0,1,51,5.0,7,1,0,61,0
53090,7,6,0,1,0,1,23,4.0,1,0,0,51,0
53091,4,14,0,0,0,1,29,4.0,3,0,0,58,0
53092,0,18,0,1,0,1,30,3.0,1,0,0,93,0
53093,4,4,2,0,0,1,47,3.0,20,1,0,56,0
53094,0,28,0,1,2,1,28,3.0,2,0,0,83,0
53095,0,14,0,0,0,3,28,5.0,2,1,0,86,0
53096,7,7,0,1,2,1,28,3.0,7,0,0,49,0
53097,7,14,0,1,2,1,29,4.0,2,0,0,51,0
53098,7,20,0,1,0,1,31,3.0,4,0,0,54,0
53099,0,21,0,1,0,1,30,4.0,5,0,0,87,0
53100,7,12,0,1,0,2,31,3.0,6,0,0,46,0
53101,0,25,0,0,0,1,31,5.0,6,0,0,88,0
53102,4,3,0,0,0,2,30,4.0,7,0,0,59,0
53103,8,14,2,0,0,2,32,3.0,8,0,0,80,0
53104,7,10,0,1,0,1,32,1.0,4,0,0,50,0
53105,8,11,0,1,1,2,32,3.0,7,0,0,80,0
53106,4,11,0,0,0,1,41,4.0,6,0,0,62,0
53107,2,15,0,1,0,1,31,4.0,4,0,0,48,0
53108,1,11,0,1,2,2,34,3.0,10,0,0,70,1
53109,1,18,0,1,0,3,30,3.0,3,0,1,62,0
53110,8,1,2,1,2,1,41,5.0,7,1,1,78,0
53111,5,11,0,1,1,1,36,5.0,8,1,0,69,0
53112,7,11,2,1,0,2,41,3.0,5,1,0,53,0
53113,5,21,0,1,2,1,36,3.0,5,1,0,71,0
53114,2,20,0,1,2,1,32,2.0,6,0,0,44,0
53115,4,11,0,0,1,1,37,5.0,8,1,0,62,0
53116,7,17,2,1,0,1,37,1.0,2,0,0,47,0
53117,7,25,0,1,0,1,28,3.0,4,0,0,49,0
53118,0,14,0,1,2,1,31,5.0,4,1,0,82,0
53119,7,23,0,1,0,1,41,3.0,7,0,0,50,0
53120,7,24,2,1,2,3,33,3.0,8,0,0,50,0
53121,5,10,0,1,0,1,44,4.0,10,0,0,68,0
53122,8,31,0,1,2,1,28,4.0,3,0,0,77,0
53123,7,19,0,1,2,1,29,3.0,3,0,0,50,0
53124,5,18,0,1,2,1,34,4.0,2,1,0,73,0
53125,0,21,0,1,2,1,26,3.0,2,0,0,89,0
53126,7,8,0,1,0,2,32,4.0,5,1,0,50,0
53127,5,6,0,0,2,1,31,3.0,6,1,0,70,0
53128,7,31,2,1,2,3,36,2.0,9,0,0,49,0
53129,2,14,2,0,0,1,32,4.0,5,1,0,53,0
53130,4,16,0,0,2,1,27,1.0,1,0,0,62,0
53131,5,18,0,1,0,1,34,1.0,3,0,0,70,0
53132,7,6,2,1,0,1,40,1.0,10,0,0,45,0
53133,4,11,1,0,2,1,21,3.0,2,0,0,60,0
53134,8,11,0,0,2,1,34,4.0,6,1,0,80,0
53135,7,30,0,1,0,1,27,2.0,2,0,0,51,0
53136,7,7,2,0,2,1,32,1.0,5,0,0,46,0
53137,0,18,2,1,0,2,33,3.0,3,0,0,79,0
53138,8,31,0,1,2,1,31,1.0,5,0,0,75,0
53139,2,11,0,0,0,1,57,3.0,16,0,0,52,0
53140,0,17,0,1,0,3,30,5.0,5,1,0,78,1
53141,5,28,2,1,0,1,37,3.0,7,1,0,70,0
53142,7,11,0,1,0,1,57,2.0,14,0,0,46,0
53143,0,21,0,1,2,1,33,3.0,6,0,0,87,0
53144,7,7,2,1,2,1,34,4.0,3,0,0,49,0
53145,4,0,2,0,0,1,32,3.0,6,1,0,63,0
53146,7,20,2,0,0,1,30,4.0,5,0,0,48,0
53147,4,22,0,0,2,1,30,3.0,5,0,0,56,0
53148,7,2,0,1,0,2,39,2.0,14,0,0,54,0
53149,2,6,0,1,0,1,32,1.0,9,0,0,50,0
53150,7,11,0,1,2,1,32,5.0,5,0,0,50,0
53151,7,11,2,1,0,2,36,4.0,8,0,0,48,0
53152,0,4,2,1,2,1,29,5.0,1,0,0,92,0
53153,8,31,2,1,2,1,41,5.0,6,1,0,83,0
53154,8,11,0,0,2,1,57,4.0,15,0,0,81,0
53155,7,4,2,0,2,1,38,3.0,11,0,0,53,0
53156,4,7,0,1,0,2,30,5.0,3,1,0,60,0
53157,8,11,0,1,0,2,28,3.0,1,1,0,82,0
53158,4,6,0,1,2,1,34,3.0,5,1,0,57,0
53159,4,31,0,1,0,2,40,5.0,7,0,0,60,0
53160,5,10,2,1,2,1,39,4.0,3,1,0,66,0
53161,7,11,2,1,0,1,20,4.0,2,0,0,54,0
53162,5,24,2,0,0,1,35,4.0,8,0,0,66,0
53163,5,11,0,1,2,2,44,3.0,3,0,0,70,0
53164,0,21,0,1,0,1,37,4.0,9,1,0,82,0
53165,0,10,0,1,2,1,29,3.0,7,0,0,85,0
53166,1,11,2,0,0,1,32,3.0,5,0,0,61,0
53167,4,14,2,0,0,2,31,3.0,1,1,0,59,0
53168,8,11,0,0,2,1,43,3.0,4,0,0,82,0
53169,8,2,0,1,0,2,25,2.0,1,0,0,79,0
53170,7,4,0,1,2,1,44,1.0,6,0,0,54,0
53171,2,11,0,0,2,1,43,4.0,7,0,0,44,0
53172,0,17,0,1,0,1,27,5.0,4,0,0,83,0
53173,4,6,0,0,2,1,37,5.0,3,0,0,60,0
53174,8,11,0,1,1,1,24,2.0,1,0,0,86,1
53175,7,10,2,1,0,1,36,2.0,5,0,0,48,0
53176,5,31,2,0,0,3,33,3.0,5,0,0,72,0
53177,0,14,0,1,2,1,31,1.0,3,0,0,83,0
53178,8,15,0,1,2,1,38,5.0,9,1,0,81,1
53179,4,25,0,1,0,1,30,1.0,4,0,0,61,0
53180,7,14,0,1,0,5,28,4.0,1,0,0,47,0
53181,1,21,0,1,0,1,30,4.0,4,1,0,58,0
53182,4,31,0,1,0,1,46,1.0,3,0,0,58,0
53183,8,14,2,0,0,2,47,5.0,4,1,0,79,1
53184,4,7,0,1,0,1,30,5.0,8,1,0,62,0
53185,0,32,0,1,2,1,30,4.0,4,0,0,79,0
53186,7,7,0,1,2,1,32,2.0,5,0,0,52,0
53187,7,7,0,1,0,1,29,2.0,2,0,0,52,0
53188,4,32,0,1,0,1,32,1.0,9,0,0,58,0
53189,7,23,0,1,0,1,33,3.0,10,0,0,49,0
53190,6,14,0,1,0,1,30,3.0,1,1,0,84,0
53191,1,23,0,1,0,1,34,5.0,4,1,0,60,1
53192,7,19,0,1,0,1,30,2.0,5,0,0,48,0
53193,7,25,0,1,0,1,32,3.0,1,0,0,45,0
53194,5,11,0,1,2,1,27,3.0,2,0,0,68,0
53195,5,4,2,0,0,1,38,3.0,9,0,0,67,0
53196,4,2,2,1,2,2,34,3.0,4,0,0,63,0
53197,8,11,0,1,0,1,47,3.0,6,0,0,75,0
53198,7,7,0,1,2,1,37,1.0,5,0,0,51,0
53199,0,20,2,1,0,2,32,3.0,2,0,0,82,0
53200,4,18,2,1,0,2,42,3.0,8,0,0,60,0
53201,7,11,0,0,0,1,28,2.0,4,0,0,48,0
53202,7,15,2,1,0,1,30,1.0,2,0,0,51,0
53203,5,17,2,1,0,1,34,4.0,2,0,0,73,0
53204,8,11,1,1,2,4,25,3.0,2,0,0,80,0
53205,7,14,0,1,2,2,31,3.0,9,0,0,51,0
53206,8,26,0,1,0,1,39,1.0,3,0,0,76,0
53207,4,12,0,1,0,1,28,3.0,1,0,0,58,0
53208,7,19,0,1,2,3,32,3.0,5,0,0,53,0
53209,7,12,0,1,0,1,39,3.0,4,1,0,44,0
53210,3,11,0,1,2,1,36,1.0,9,0,0,61,0
53211,4,7,0,0,0,1,30,4.0,5,0,0,58,0
53212,8,14,0,1,1,1,28,4.0,2,1,0,82,0
53213,3,14,1,1,0,1,27,3.0,1,1,0,97,1
53214,8,13,2,1,0,2,40,3.0,10,0,0,78,0
53215,4,31,2,1,0,1,56,3.0,29,0,0,61,0
53216,0,14,0,1,0,1,32,3.0,6,1,0,84,0
53217,1,18,0,1,0,2,25,3.0,2,1,0,62,0
53218,8,11,2,1,0,2,35,4.0,8,0,0,77,0
53219,5,4,2,1,0,1,33,4.0,7,0,0,72,0
53220,0,14,0,1,0,1,26,4.0,3,1,0,83,0
53221,4,31,0,1,2,3,28,4.0,2,1,0,62,1
53222,7,11,0,1,2,1,36,4.0,10,0,0,48,0
53223,7,11,0,1,0,1,36,2.0,6,0,0,50,0
53224,7,11,2,1,0,1,53,3.0,30,0,0,49,0
53225,2,11,0,0,2,1,42,4.0,12,0,0,47,0
53226,7,11,0,1,1,1,35,5.0,9,1,0,49,0
53227,8,10,0,1,2,2,33,1.0,6,0,0,83,0
53228,7,4,0,0,0,1,38,5.0,3,1,0,50,0
53229,7,31,0,0,0,1,40,3.0,12,0,0,49,0
53230,7,11,2,1,2,1,47,3.0,2,1,1,51,1
53231,5,3,0,0,0,1,32,4.0,5,1,0,71,0
53232,7,4,2,0,2,1,33,1.0,9,0,0,47,0
53233,7,24,2,1,2,1,43,3.0,4,1,0,47,0
53234,4,7,0,1,2,1,31,3.0,4,0,0,63,0
53235,1,24,0,1,0,2,29,5.0,2,0,0,57,0
53236,4,29,0,0,0,1,29,4.0,5,0,0,55,0
53237,4,18,2,1,0,1,39,4.0,5,0,0,60,0
53238,1,19,0,1,0,1,29,5.0,6,1,0,59,0
53239,5,16,0,1,2,1,28,2.0,4,0,0,75,0
53240,7,31,0,1,2,2,46,1.0,6,0,0,53,0
53241,8,24,0,1,0,2,28,4.0,4,1,0,81,1
53242,7,11,0,1,2,1,50,2.0,7,0,0,54,0
53243,7,28,2,1,0,1,48,2.0,17,0,0,51,0
53244,4,11,0,0,2,1,47,3.0,3,1,0,56,0
53245,8,29,2,0,0,1,37,1.0,3,0,0,82,0
53246,4,19,0,1,2,2,34,3.0,3,0,0,59,0
53247,0,31,0,1,2,3,26,3.0,3,0,0,85,0
53248,8,11,0,0,0,1,49,3.0,19,0,0,77,0
53249,5,4,0,1,2,1,39,1.0,7,0,0,73,0
53250,8,11,0,0,0,2,28,3.0,6,0,0,78,0
53251,0,21,0,1,0,1,26,2.0,1,1,0,88,0
53252,7,7,0,1,2,1,33,2.0,4,0,0,49,0
53253,7,14,0,0,0,2,29,4.0,2,0,0,48,0
53254,7,0,0,1,0,2,30,1.0,5,1,0,48,0
53255,3,11,0,1,0,2,33,3.0,1,0,0,58,0
53256,8,11,0,1,0,2,37,3.0,4,0,0,78,0
53257,4,14,2,1,2,1,36,3.0,10,1,0,63,0
53258,7,24,0,1,0,1,27,2.0,1,0,0,55,0
53259,7,14,2,0,2,2,42,2.0,3,0,0,53,0
53260,4,19,2,0,0,1,46,3.0,11,0,0,59,0
53261,1,24,0,1,0,1,36,5.0,7,1,0,59,0
53262,7,11,0,1,0,3,29,2.0,3,1,0,52,0
53263,7,14,0,1,0,1,30,2.0,4,0,0,51,0
53264,7,19,0,1,2,2,34,3.0,2,0,0,51,0
53265,7,7,2,1,2,1,37,5.0,8,0,1,60,1
53266,0,31,2,1,2,1,43,4.0,4,0,0,85,0
53267,5,11,2,1,2,3,43,3.0,12,0,0,67,0
53268,8,31,0,1,2,3,33,3.0,5,0,0,82,0
53269,3,31,0,1,2,1,31,3.0,4,0,0,58,0
53270,5,32,2,1,0,1,32,4.0,4,0,0,65,0
53271,2,11,1,0,1,1,22,5.0,2,1,0,50,0
53272,4,11,0,1,2,1,32,1.0,3,0,0,57,0
53273,6,11,2,0,0,1,35,4.0,4,1,0,84,0
53274,0,31,2,1,2,2,40,3.0,7,0,0,85,0
53275,7,2,0,1,2,1,39,3.0,9,0,0,47,0
53276,0,24,0,1,0,2,26,1.0,5,0,0,83,0
53277,5,2,0,0,2,1,30,2.0,1,1,0,69,1
53278,0,11,0,1,0,1,39,2.0,3,1,0,86,0
53279,5,11,2,1,2,1,57,3.0,6,0,0,69,0
53280,7,3,0,1,0,1,42,1.0,4,1,0,53,0
53281,7,11,0,1,2,2,48,1.0,17,0,0,44,0
53282,4,11,0,0,2,1,32,4.0,5,1,0,58,1
53283,8,31,0,1,0,1,41,3.0,4,0,0,79,0
53284,5,14,0,1,0,1,33,5.0,9,0,0,83,1
53285,7,14,2,1,0,2,30,5.0,2,0,0,52,0
53286,7,14,0,1,0,1,34,5.0,7,0,1,68,1
53287,5,11,2,1,2,1,33,1.0,6,0,0,71,0
53288,8,7,2,1,2,1,49,5.0,20,0,0,81,0
53289,4,31,0,0,0,1,30,2.0,5,1,0,58,1
53290,8,16,0,1,2,1,29,4.0,4,0,0,79,0
53291,4,28,2,0,0,1,39,3.0,7,0,0,62,0
53292,3,0,2,1,0,1,34,3.0,6,0,0,63,0
53293,7,11,0,0,2,1,33,3.0,8,0,0,53,0
53294,1,28,2,0,2,2,34,5.0,4,1,0,61,0
53295,1,14,2,1,2,2,31,3.0,5,0,0,58,0
53296,2,11,1,0,2,1,23,4.0,1,0,0,54,0
53297,4,31,0,1,0,1,31,4.0,6,0,0,56,0
53298,7,14,2,1,0,1,41,2.0,4,1,0,46,0
53299,7,26,0,1,0,2,39,3.0,9,0,0,49,0
53300,8,11,0,1,1,1,26,3.0,3,0,0,76,0
53301,4,7,0,1,2,1,47,4.0,13,0,0,59,0
53302,7,4,0,0,0,1,27,5.0,3,0,0,49,0
53303,4,6,0,0,2,1,34,2.0,3,0,0,58,0
53304,1,11,0,1,2,1,35,5.0,3,1,0,58,0
53305,3,3,0,1,0,1,26,3.0,1,0,0,59,0
53306,4,4,0,0,2,2,35,3.0,5,0,0,60,0
53307,8,24,2,0,0,1,34,3.0,4,0,0,79,0
53308,7,11,0,0,0,1,37,1.0,9,0,0,53,0
53309,4,6,0,1,0,1,35,5.0,7,1,1,56,0
53310,0,18,2,1,0,1,29,2.0,4,0,0,90,0
53311,8,11,2,1,2,1,45,3.0,3,0,0,81,0
53312,8,19,0,1,2,2,32,2.0,4,0,0,82,0
53313,7,11,2,0,0,1,54,4.0,24,0,0,54,0
53314,2,2,0,1,0,1,34,3.0,3,0,0,57,0
53315,8,4,0,1,2,1,35,4.0,7,1,0,79,0
53316,7,11,0,0,0,2,33,3.0,7,0,0,50,0
53317,8,11,2,1,2,1,50,3.0,19,0,0,78,0
53318,0,31,0,1,0,1,29,3.0,3,0,0,84,0
53319,0,23,0,1,2,1,31,5.0,8,1,0,84,0
53320,5,23,0,1,0,1,34,3.0,9,0,0,67,0
53321,3,18,0,1,0,1,27,3.0,3,0,0,55,0
53322,8,31,2,0,2,1,42,2.0,7,0,0,84,0
53323,0,12,2,1,0,1,31,3.0,2,1,0,91,0
53324,7,19,0,1,0,1,38,3.0,3,0,0,48,0
53325,8,11,0,0,0,2,40,3.0,4,0,0,81,0
53326,4,18,0,1,0,2,32,3.0,4,0,0,66,0
53327,7,6,0,1,0,1,43,1.0,5,1,0,48,0
53328,1,15,0,1,0,1,31,4.0,3,1,0,64,0
53329,7,20,2,1,2,1,31,5.0,6,1,0,46,1
53330,5,19,0,1,0,1,28,3.0,3,0,0,72,0
53331,2,25,0,0,2,1,30,4.0,5,0,0,50,0
53332,4,26,2,1,2,1,45,4.0,16,0,0,56,0
53333,7,14,0,1,0,2,33,3.0,8,0,0,49,0
53334,5,1,2,1,2,1,33,4.0,4,1,0,70,1
53335,7,24,0,1,2,1,47,3.0,16,0,0,49,0
53336,7,4,0,1,2,1,30,4.0,4,0,0,45,0
53337,5,8,2,0,0,3,38,3.0,7,1,1,72,0
53338,4,2,0,1,0,2,30,3.0,6,0,0,59,0
53339,8,4,1,0,0,1,24,3.0,2,0,0,81,0
53340,7,11,2,1,0,2,50,2.0,4,0,0,57,0
53341,4,18,2,1,2,2,38,2.0,10,0,0,58,0
53342,4,14,0,1,2,1,39,4.0,3,0,0,56,0
53343,2,4,0,0,2,1,30,3.0,6,0,0,51,0
53344,2,12,0,1,0,1,38,5.0,7,1,0,49,0
53345,4,11,1,1,0,2,21,3.0,2,0,0,58,0
53346,7,17,2,1,0,1,36,3.0,3,0,1,45,0
53347,0,8,0,1,0,1,26,3.0,4,1,0,84,0
53348,3,14,0,1,0,1,32,3.0,6,0,0,56,0
53349,7,14,2,1,2,2,31,4.0,6,1,0,49,0
53350,8,8,2,0,0,2,37,5.0,7,1,0,78,1
53351,4,14,2,1,2,1,28,3.0,6,0,0,59,0
53352,4,14,0,1,2,2,27,5.0,3,0,0,56,0
53353,0,11,2,1,0,1,34,3.0,5,0,0,84,0
53354,4,2,2,0,0,1,30,3.0,6,0,0,59,0
53355,8,11,2,1,0,1,50,5.0,7,1,0,81,0
53356,7,11,2,1,2,1,49,2.0,16,0,0,48,0
53357,4,11,1,1,2,2,22,4.0,2,1,0,60,0
53358,2,11,2,0,2,1,33,3.0,2,0,0,44,0
53359,8,11,0,1,2,1,34,4.0,5,0,0,77,0
53360,1,6,0,0,2,1,29,3.0,6,0,0,63,0
53361,4,6,0,1,0,2,44,3.0,9,1,0,62,0
53362,4,32,2,0,0,1,31,3.0,6,1,0,61,0
53363,8,14,2,1,2,1,44,1.0,3,0,0,79,0
53364,8,11,0,0,2,2,51,4.0,7,0,0,81,0
53365,0,11,0,1,2,1,50,4.0,4,0,0,86,0
53366,4,11,0,0,2,1,35,4.0,4,1,0,59,0
53367,8,8,0,1,2,1,39,5.0,7,1,1,81,0
53368,7,23,2,1,0,1,48,3.0,5,0,0,48,0
53369,0,33,2,1,2,1,33,4.0,7,0,0,83,0
53370,4,19,0,1,2,2,27,3.0,5,1,0,58,0
53371,8,11,0,1,1,1,38,5.0,7,1,0,76,0
53372,7,11,0,1,0,3,32,1.0,5,1,0,45,0
53373,7,14,0,1,0,1,28,4.0,2,0,0,47,0
53374,8,11,0,0,0,2,59,3.0,2,1,1,82,0
53375,7,6,0,1,2,1,24,4.0,1,0,0,49,0
53376,8,11,0,0,2,1,47,4.0,14,0,0,82,0
53377,7,11,2,0,2,1,54,3.0,15,0,0,50,0
53378,4,12,0,1,2,1,31,3.0,5,0,0,55,0
53379,7,14,0,1,2,1,20,3.0,1,0,0,52,0
53380,0,10,0,1,0,1,37,3.0,7,0,0,85,0
53381,5,11,0,0,0,1,40,4.0,7,0,0,71,0
53382,7,10,2,1,0,1,40,2.0,9,0,0,51,0
53383,4,2,2,1,0,1,45,4.0,15,1,0,60,0
53384,7,31,0,1,0,2,33,1.0,6,0,0,47,0
53385,5,31,0,0,0,1,45,4.0,2,0,0,69,0
53386,7,14,0,1,2,2,25,2.0,4,0,0,49,0
53387,4,29,0,1,2,1,27,3.0,1,0,0,56,0
53388,4,4,2,1,2,1,50,3.0,21,0,0,58,0
53389,1,28,2,0,0,1,33,5.0,9,1,0,60,0
53390,7,0,0,1,0,2,35,1.0,7,0,0,54,0
53391,2,18,0,0,0,1,33,3.0,6,0,0,55,0
53392,4,29,2,0,0,1,34,3.0,6,0,0,64,0
53393,4,24,0,1,2,1,29,3.0,1,0,0,61,0
53394,8,4,0,0,0,1,22,3.0,2,1,0,78,0
53395,8,11,2,1,2,1,58,5.0,16,1,0,85,0
53396,4,32,0,0,0,1,31,5.0,3,0,0,59,0
53397,5,14,0,0,2,1,33,5.0,3,1,0,66,0
53398,4,30,0,0,2,1,27,5.0,2,1,0,61,0
53399,1,11,1,1,2,1,23,3.0,2,1,0,60,0
53400,7,18,0,1,2,1,48,3.0,3,0,0,50,0
53401,7,0,0,1,0,1,29,2.0,4,0,0,54,0
53402,0,17,0,1,2,1,34,3.0,4,0,0,85,0
53403,4,14,0,1,0,1,33,2.0,2,0,0,62,0
53404,7,11,0,1,0,3,46,1.0,4,0,0,49,0
53405,7,31,2,1,2,1,27,3.0,1,1,0,45,0
53406,1,28,2,1,0,1,43,3.0,6,1,0,59,0
53407,1,28,0,0,0,1,28,3.0,1,0,0,60,0
53408,1,25,0,0,2,1,27,3.0,2,0,0,60,0
53409,5,11,0,0,2,1,40,4.0,7,0,0,69,0
53410,4,5,2,1,0,1,37,4.0,10,0,0,55,0
53411,0,21,0,0,2,1,27,1.0,1,0,0,81,0
53412,8,11,2,1,0,2,53,3.0,4,1,0,81,0
53413,8,11,0,0,0,1,42,4.0,7,1,0,79,0
53414,8,24,2,1,0,1,34,2.0,6,1,0,83,0
53415,4,15,2,1,0,1,35,3.0,3,0,0,64,0
53416,5,14,0,1,0,5,29,3.0,3,0,0,69,0
53417,5,31,0,1,2,1,47,1.0,16,0,0,70,0
53418,5,11,0,0,0,1,27,4.0,3,0,0,70,0
53419,5,11,0,1,0,2,45,3.0,5,0,0,69,0
53420,7,14,0,1,2,1,27,4.0,1,1,0,48,0
53421,5,11,0,0,0,1,30,4.0,7,1,0,71,0
53422,5,11,2,0,0,1,45,1.0,6,0,0,71,0
53423,7,18,0,1,0,1,25,3.0,1,0,0,48,0
53424,4,18,0,1,0,1,36,3.0,4,1,0,61,1
53425,0,11,0,1,0,2,35,5.0,5,1,0,81,0
53426,5,28,2,0,0,1,38,3.0,14,0,0,66,0
53427,1,11,0,1,2,2,32,4.0,5,0,0,61,0
53428,7,14,2,1,0,1,43,3.0,4,0,0,50,0
53429,0,33,2,1,2,1,29,5.0,4,0,0,85,0
53430,7,11,2,1,0,2,38,1.0,11,0,0,47,0
53431,7,25,2,0,0,1,27,3.0,1,1,1,50,0
53432,8,16,2,0,0,1,35,2.0,7,0,0,80,0
53433,8,31,1,0,0,1,26,5.0,2,1,0,76,0
53434,4,30,0,1,2,1,29,3.0,3,1,0,59,0
53435,8,26,0,1,2,1,30,2.0,2,0,0,81,0
53436,8,11,0,1,0,1,24,3.0,1,1,0,79,1
53437,0,28,0,1,2,1,32,3.0,4,1,0,82,1
53438,7,0,0,1,2,1,25,2.0,2,0,0,49,0
53439,7,11,2,0,2,1,39,3.0,10,0,0,47,0
53440,4,28,0,0,2,1,35,4.0,10,1,0,58,0
53441,4,12,0,0,0,1,33,3.0,5,0,0,61,0
53442,7,11,0,0,0,1,55,1.0,6,0,0,47,0
53443,7,29,0,0,0,2,27,1.0,4,0,0,53,0
53444,7,1,2,1,0,1,32,3.0,5,1,0,45,0
53445,7,11,0,0,0,4,35,3.0,8,0,0,54,0
53446,1,31,0,0,2,1,30,5.0,6,0,0,56,0
53447,4,11,2,1,2,1,43,3.0,4,1,0,61,0
53448,8,11,0,0,0,1,22,3.0,2,0,0,81,0
53449,7,20,2,1,2,1,35,3.0,9,0,0,46,0
53450,0,17,2,1,0,1,35,5.0,3,0,0,85,0
53451,8,7,2,0,2,2,32,2.0,6,0,0,78,0
53452,7,31,2,1,0,2,48,4.0,9,0,0,41,0
53453,7,14,2,1,0,2,36,4.0,9,0,0,46,0
53454,1,0,2,1,0,1,32,3.0,7,1,0,59,0
53455,7,6,2,1,0,1,35,1.0,5,0,0,51,0
53456,5,6,2,0,0,1,35,3.0,7,1,0,71,1
53457,7,11,2,0,2,1,38,5.0,2,1,0,49,0
53458,7,31,0,1,0,1,43,5.0,6,0,0,54,0
53459,5,1,0,0,0,1,31,4.0,3,0,0,65,0
53460,2,31,0,1,2,2,26,3.0,2,0,0,51,0
53461,0,17,0,1,2,1,27,5.0,3,1,0,86,0
53462,4,7,0,0,0,1,33,3.0,3,0,0,59,0
53463,4,25,0,1,2,1,34,5.0,3,0,0,59,0
53464,1,14,2,1,0,1,34,1.0,6,0,0,60,0
53465,0,0,2,1,0,1,34,4.0,3,1,0,82,0
